username,date,tweet
@soonnurse24,2024-08-09 06:31,"terima kasih kakak kakak panitia mpkmb yang baik sekalii hatinya, kakak kakak komdis yg stay di beberapa titik buat jagain jalanan & isiin anak anak botol minum, sukses selalu ya kak🥳"
@dinduythekid,2024-08-09 06:15,sedih anjrt bsk hari terakhir mpkmb😓
@nipnif,2024-08-09 05:59,"MPKMB DAY 4🐺🐺🐺
persiapan terhectic, baju baru di jemur jam 7 malem, lupa beli roti buat sop, lari-lari ke alfamidi, CM INI SMGT KRN GA HARUS BAWA TAS RANSEL MWKKWKW🥹🥹🥹"
@yujimib,2024-08-09 05:39,"Hari rekor MPKMB IPB 61 yang super duper seruuu, keren kalian semuaaa!"
@grazzzeeeee,2024-08-09 05:38,SE HEPI INI MPKMB IPB!??!?!?!?!?!😋😋🫦🫦🫦🤭🤭🤭‼️‼️‼️‼️
@Luthf1S,2024-08-09 05:29,"DAY 4 MPKMB ITS A WRAP!!!!

selamat kepada narapati bimantara karena sudah memecahkan rekor duniaaa!!"
@glorievs,2024-08-09 05:13,sumpah sangat senang mpkmb ipb super seru happy senang very fun very good ga serunya kalo kepisah sm temen mandhala doang udah😀😀😀😀
@howslaiff,2024-08-09 05:12,Setuju gk mpkmb selamanya
@rcathelsa,2024-08-09 05:03,"Finally!! Day-4 MPKMB IPB 61 is a wrap!!! akhirnya pemecahan rekor berhasil huhu. proud bangett sama relasioners61 yang udah bertahan sejauh iniiiiiiiiiiiii

#mpkmb #mpkmb61 #ipb"
@foldernyadea,2024-08-09 05:03,"anak pita merah selama 4 hari mpkmb 💪 semangat guys, semoga hari ke 5 anak pita merah yang ""sehat"" bisa seru seruan ! terima kasih kakak kakak medis yang sudah memberikan perhatian penuh kepada temen temen pita merah ⭐️⭐️⭐️⭐️⭐️"
@zwvorz,2024-08-09 05:01,"makasih kakak pjk, komdis, medis, dokum, panglima, sekben, ketua, dan panitia lain... keren banget mpkmb dr hari pertama sampe hari ini... semoga besok hari terakhir makin keren 🌹🌹🌹🌹"
@sabinadsty,2024-08-09 05:00,bsk last day mpkmb bgt nih???
@rcathelsa,2024-08-09 05:00,story aku udah kayak spam ya tapi jadi panit mpkmb belum tentu bisa diulang ya kan?!
@alesplacee,2024-08-09 04:58,MPKMB x OREX 😍😋
@amorrozs,2024-08-09 04:56,"update after Day 3 MPKMB IPB edisi FACULTY DAY!!! 
FI vibesnya kerasa beda pas diserahin ke panit fakultas, keseluruhan rangkaiannya bener-bener dikenalin sampe sayang sama FPIK, ketemu temen2 baru yang bisa match my freak, kating pendampingnya juga asik poll!!"
@amorrozs,2024-08-09 04:49,"*MPKMB
baru ngeh ada typo🙏🏼🙏🏼"
@aissyyyaipibi,2024-08-09 04:45,"ini aku dan teman-teman mandhala jatarupa🌹🌹

PASTI HABIS MPKMB BAKAL KANGEN BANGET SAMA WARGA JATAPALS DUH💗"
@aneversez,2024-08-09 04:39,info mpkmb yang pulangnya dianter kating 59 : ga kuat jalan☺👍
@itscorbryn,2024-08-09 04:38,Panitia mpkmb kren btul dahhh trainingnya brp lama yaaa ak mw jdi panitia jg tp gk bisa jadi komdis karna aku dikit2 ketawa
@beelbyla,2024-08-09 04:34,eh anjir mpkmb tu seru anjir tapi kenapa tinggal besok ya
@beelbyla,2024-08-09 04:31,Wkkwkwkw woiiii mpkmb core banget
@shof1ald,2024-08-09 04:26,"Walaupun ga selalu bisa ikut mereka kumpul, tapi aku bangga banget sama mereka, Lochita. Terima kasih sudah menerima aku sebagai pjk kalian di batch 2 yang 'seru' ini, ga kerasa udah mau selesai MPKMB 61😣, inget ya kalo Kak Didi Always be there for u Lochita🤎🐺, see u closing!"
@kalalipe,2024-08-09 04:15,gua akan mengerjakan tugas mpkmb ini dalam sistem kebut semalam (doakan saya bisa)
@zwvorz,2024-08-09 04:07,"pgn main, gabut bgt mpkmb pulang siang"
@katshyck,2024-08-09 04:05,"KAK, MPKMB NYA SEBULAN DONG PLSSS, GAK SIAP KULIAH AAAAAAAAAA"
@sehatselaludir,2024-08-09 04:02,"berkali kali liat kakak komdis dari saat mpkmb, mpf, dan mpd. selalu salut dengan sikap profesional mereka 😞😞 apa aku nanti daftar komdis mpf yah.."
@genczai,2024-08-09 03:56,SEDIH BGT GW NTAR LG MPKMB SELESAI....
@rayiinaa,2024-08-09 03:48,off akun ini dulua ya soalnya tl nya mpkmb anak dramaga semua 😊
@mpkmbsv_ipb,2024-08-09 03:43,"Selamat pagi, Narapati Bimantara!

Siapa di sini yang masih gamon sama 2 hari MPKMB kemarin?😔😔. Please ceritakan ke mimin gimana kesan dan pesan kalian selama MPKMB SV itu🌍🪵💧🌪☀️🔥"
@bluebeccies,2024-08-09 03:38,"akhirnya ospek mpkmb kita selesai ges, sisa konser"
@soursallylovu,2024-08-09 03:36,kok kayaknya mpkmb ipb seru bangett
@llyyytn,2024-08-09 03:29,"sedih tapi gpp, boleh ga si taun dpn ikut mpkmb lagi?"
@yellewood,2024-08-09 03:27,"e-eh maaf kalo vokasiii, tapi mpkmb seru 😋"
@meongiest,2024-08-09 03:23,"mpkmb ipb seru dan keren bangettt! big thanks buat kakak-kakak panitia yang gak kalah keren 🥺🥺 kakak komdis, medis, pjk, dan lainnyaa. KALIANN SEMUAAA KEREN BANGETTT! THANK YOUU BUAT KERJA KERASNYAAA KAKAK-KAKAK! 🫂🫂💞💞💞"
@mmargiella,2024-08-09 03:16,infokan komdis mpkmb ipb yang galak itu
@jjh4ze,2024-08-09 03:06,tadi nangis kecil keinget besok mpkmb terakhir 😔😔
@scaredacted,2024-08-09 02:55,"all shoutout untuk semua kakak panitia, pjk, medis, komdis, dan orang orang yang mendukung kelancaran mpkmb ipb 61 kalian semua keren banget 😭😭🔥🔥"
@MINSUNGlST,2024-08-09 02:53,pcd mpkmb lebih sakit ya ternyata
@blubrryblue,2024-08-09 02:46,maaf kaka dan ibu pembicara kalo saya ga aktif alias kadang oncam kadang off sesuai mut soalnya tkut ditunjuk😇😇😇 tugas mpkmb belom kelar😇😇 nambah 7habits lagi😇😇
@jfblooms,2024-08-09 02:45,"gue kena PMD, post mpkmb depression. kangen deh rasanya..."
@menisyong,2024-08-09 02:41,"MPKMB SV IPB 61 ITS DONE‼️
WE DID IT NISKALA🪵🫶🏻"
@nadhifahsahlaa,2024-08-09 02:26,"day ⁴ •MPKMB'61
supeeyy happyyy soalnya hariini bonus senyuman manis dr kakaakk"" komdiss yg syantik poool plsss plsss😭‼️💥💓🌺⭐️"
@piscokgbj,2024-08-09 02:25,MAKASI BGT KK PANITIA MPKMB 61. AKU REKOR TANPA GOSONGG
@temansekelasaja,2024-08-09 02:15,Masih pada mpkmb jirr
@yayaasudalah,2024-08-09 01:43,mpkmb 2 hari duduk trus lanjut 7 habits tiga hari duduk berjam-jam lagiii SEHAT-SEHAT BATCH 2 😭😭
@sugaipb,2024-08-09 01:39,BESOK.....UDAH.....SELESAI.....MPKMB.......
@rektoripb,2024-08-09 01:28,saking serunya mpkmb sampe lupa kalo hari ini pengumuman tahap 1 bu😞😞😞😞
@lerclee,2024-08-09 01:26,"MPKMB SISA 1 HARI LAGI, RIYAL OR FAKEEE???"
@vivienneaikoo,2024-08-09 01:21,"also karena mpkmb UI udah mulai, aku takut buka sosmed hehe"
@miaf_09,2024-08-09 01:19,"Yang ketiga malah tahun kedua kuliah disuruh ospek mpkmb lagi njir, udah mah salah outfit karena gada infonya, gak bawa almet juga pulak. Bener-bener beda sendiri njir😭😭🤣"
@bucinbapakmu,2024-08-09 01:19,"makasih banyak buat panitia mpkmb semuanyaa yang sudah bekerja keras untuk acaraa inii, may god bless u all🥺💗💗💗"
@bucinbapakmu,2024-08-09 01:13,pengen mpkmb lagi please tapi bagian closingan aja:(
@auulyeaah,2024-08-09 00:45,harusnya kemaren aku ikut mpkmb ipb
@ijeyitp,2024-08-09 00:44,"Makasih banyak ya kakak” panitia, makasih juga sobat nara. KEREN BANGET MPKMB IPB INI. Sumpah ini seneng banget bisa jadi part of MPKMB61 ini, ily kalian semua."
@burmannii,2024-08-09 00:41,Masa ... skrg ... mpkmb ... boleh ... bawa ... hp ... so ... envy
@xartemn,2024-08-09 00:30,No besok terakhir mpkmb :((( nooo
@pangeranmimpin,2024-08-09 00:29,REKOR AAAAA GUA MAKIN SEDIH HARI INI H-1 MPKMB SELESAII
@cipOlsit3,2024-08-09 00:18,siapa yang udah selesai resume kuliah umum..
@8thdegrees,2024-08-09 00:15,Gusy kuliah umum mpkmb tuh yg di resume yg bagian mana deh? Apa iy semua rangkaiannya…?
@lazueli,2024-08-08 23:57,"bentar lagi mpkmb beres 😋😍🥰💗🫶
senin ppku 😟😭😨😱😰😓"
@chocrattes,2024-08-08 23:46,mw tapi panit mpkmb temen aku smua anjr ☺️☺️☺️ pjk komdis medis acara relasi dll ☺️☺️☺️☺️
@chocrattes,2024-08-08 23:41,inimah yg nanti bakal bikin jingle mpkmb 62
@glorievs,2024-08-08 23:40,love you sobat nara dan segenap panit mpkmb semoga sukses dan lancar
@frellsz,2024-08-08 23:36,Perkiraan konsep gw buat penutupan mpkmb 61!!!
@Galweth,2024-08-08 23:20,"panitia mpkmb bener"" keren dah, selalu supportive🫶🏻"
@chocrattes,2024-08-08 23:06,"CLOSING MPKMB BAKAL DI GELORA KAH?!!!! ADA PANGGUNG 

JIRLA IRI BANGET CO SAMA 61 :)
TAUN LALU DI GWW"
@alexxalbon,2024-08-08 22:35,Mpkmb 😔 sisa 😔 besok 😔
@dlacorfiles,2024-08-08 22:35,day 4 mpkmb ipb 61 aka rekor daayy yeeaayy fighting to all narapati bimantaras 💪🏻💪🏻🤩🤩
@pkue11,2024-08-08 21:21,Ingat HokBen ingat konsum mpkmb
@akuraditt,2024-08-08 20:53,Inikah guest star mpkmb hari terakhir?
@piefayy,2024-08-08 20:25,"Ga bisa tidur, untung masih merah. Gedor apotek apa ya subuh² haha

Ps. Org mah lagi berisik siap² buat mpkmb dan saya masih belum tidur"
@chesp1nn,2024-08-08 19:44,"aku juga, maybe in another life aku lagi ikut mpkmb ipb terus stay di asrama ipb, nongkrongnya di koi botas, jalan jalan ke surya kencana tiap sore, ga botak pas ospek, foto di depan ipb pake almet biru itu"
@naruhiiko,2024-08-08 17:54,Hp gw pas mpkmb :
@fleyura,2024-08-08 17:48,tim diserbu tugas mpkmb
@fleyura,2024-08-08 17:25,bolehhh tp dah pada penuhh jg karena kmrn banyak yg ku tanyain pas mpkmb katanya dah pd penuh huhu
@mouseklat,2024-08-08 17:15,best ospek ever bgttt yaallah mpkmb
@eunwooipb,2024-08-08 16:14,"akuuu, tp kemarin udah ikut mpkmb gapapa?"
@naelmakanmanis,2024-08-08 16:09,jujurr baru selesaii mpkmb udah kangen lagi
@roseshaze,2024-08-08 16:02,aku pas mpkmb ganti2 temen mulu tiap pindah tempat anjay
@berrygurrll,2024-08-08 16:02,eh case hp w yg pink dmn ya😭😭😭😭 GK KTMU KTMU pdhl kmren mau dipake buat mpkmb biar lusyu kiyowok
@faisalmzhdtt,2024-08-08 15:54,"maaf gua mewek ca
jujur takut kuliah cuman seru pas mpkmb doang
semoga seterusnya tetep seru"
@tansylace,2024-08-08 15:45,sedih ia mpkmb sisa besok sm lusa
@faymth,2024-08-08 15:37,"Jadi karuna tinggal 2 hari lagi kah..😔
Ingfo extend mpkmb"
@OSCOCLIFFO,2024-08-08 15:23,lohh mpkmb kok tinggal 2 hari lagi terus hari seninnya gue dah mulai kuliah anjir
@wwiin27,2024-08-08 15:19,pas kemarin jam segini udah tidur & bangun pagi pagi buta tuk siap siap MPKMB💔
@repetisii,2024-08-08 15:11,NKCTM (Nanti Kita Cerita Tentang MPKMB) 🌞
@auprico0t,2024-08-08 15:02,akan gue buat 1 dunia mendengar jingle mpkmb ipb 61 itu
@biologyloml,2024-08-08 14:51,Mpkmb sisa 2 hari lagi gua sedih banget tolong masih mau lebih lama lagi sama mandhala ku
@24whoran,2024-08-08 14:50,"gmw pisah sm mpkmb walau stres capek pegel"" tapi kek asik bgt"
@youandiwecanfl9,2024-08-08 14:49,BESOK REKORRR HUHUHUHU GA SABAR BGT TP KEK KEK KEKK BJIRR MPKMB DAH MAU SELESAI NI??
@DjikaBeruntung,2024-08-08 14:46,HAHAHHAHA GUAA JUGA PERNHH KOK PAS MPKMB WAKTU PEMILIHANN KETUA KELOMPOK BESAR
@grazzzeeeee,2024-08-08 14:44,GIMANA BISA MOVE ON SAMA ERA MPKMB KALO KEGIATANNYA SEMEMORABLE INIII?????
@doriissrss,2024-08-08 14:34,MPKMB SV SERUU ABIS CUY
@cherrywaffle__,2024-08-08 14:30,"blm siap kuliah eh kocak takut nanti setelah mpkmb kelar trus gue bablas nanya ke grup mandhala, “guys besok tikum di manaa?” 😭😭😭😭😭😭"
@cherrywaffle__,2024-08-08 14:28,ini serius…. mpkmb….. bentar lagi…. kelar……????
@blluemuffln,2024-08-08 14:26,Mau kayak yg lain tapi masa mpkmb cuma sekali T____T kenapa sih harus penyakitan jadi orang (aku) aaaaaaaskdjsifjwfksjckc sedih
@elricadian,2024-08-08 14:13,"Kakak² pdd, perkap, pubdok, acara dll yg busettt kerennn² bgtttt walaupun mereka kerja dibelakang layar tp sumpahhh tanpa mereka mpkmb 61 gaakan segacorrrr iniiii plisssss pokoknya mahhh ak gaakan pernah nyesel masuk IPB dan jd bagian dr mpkmb 61 iniii🔥❤💐🙌🏻"
@maitosaddict,2024-08-08 14:11,sumpah ini kita masuk gaada perkenalan dulu kah? mpkmb kecil2an gitu??? langsung belajar materi di hari pertama dept kah????????????
@cheyiue,2024-08-08 14:11,"guysss tlg yg nemuu atau liat atau gmn, kasih tauuu akuhhh 😭😭😭 sedihhh bgt baru beli h-1 mpkmb malah ilang 😭😭"
@elricadian,2024-08-08 14:10,"Komdis yg katanya galak sksksksksk aslinya superrr duperrr baikkkk cm krn tugass aja beliau jd komdis jd tuntutan buat ga kasih senyum, tp klo diluar jadwal mpkmb busetttt ramahnya gakk ketolonggg plisss manissss bgttt senyum kakak² komdisss ituuu🤧❤💐💐💐"
@limitfungsii,2024-08-08 14:08,ih ini bnran mpkmb bntr lg kelar dan udh mw kuliah yh 😔😔😔😔😔😔😔😔😔
@seulgiipb,2024-08-08 14:07,besok rekor... gapernah ngerasa se senggang ini selama mpkmb coyyy🥺🥺
@elricadian,2024-08-08 14:05,JUJURRR AMAZEE BGTT SII SM PANIT MPKMB KEKK YAALLAH KERENN BGTT MEREKA NGERAHIN SEMUA TENAGA WAKTU SM PIKIRAN MEREKA BUAT NYAMBUT KITAA😖❤KEKK RASANYA AAA...LOVEEE YOUU KAKAK² PANITIA @MPKMB_IPB
@anothergeez,2024-08-08 14:03,"terimaa kasii mpkmb 61 sv ipb, terima kasii narapati bimantara, terima kasii aksaa bimantaraa, terima kasii🩵🩵🩵"
@seulgiipb,2024-08-08 13:56,gantiin maba buat ikut rangkaian mpkmb aja kak langsung dijamin pasti 🥺🥺🥺
@limitfungsii,2024-08-08 13:42,kok mpkmb cepet bgt sih 2 hari lagi... YAALLAH BLM SIAP KULIAH
@rickyuph,2024-08-08 13:41,"gw maksain berak kaga bisa kocak, dari pertama mpkmb belum berak anying perut gw😭😭😭"
@vairjys,2024-08-08 13:23,"MPKMB udaa selesaii, waktunya pulang ke jakarta dulu.. BAWAAN GUE SAMA TALITHA PLS INI @RAMY3N"
@peachhyypeaachh,2024-08-08 13:14,blio hrus bonceng se widura sbelum mpkmb tamat😔
@peachhyypeaachh,2024-08-08 13:10,siapapun ajak gwa ke botas after kelar mpkmb ples.....AK BTUH HIBURAN (CPE BGT JIR)
@cutiespizza,2024-08-08 12:55,woi kangen mpkmb😔😭
@eunwooipb,2024-08-08 12:54,"siapa setuju MPKMB IPB mau S1 atau SV tuh ospek yang paling bagus, keren, and seru...."
@bucinbapakmu,2024-08-08 12:52,mpkmb 61 done!
@fwzthecounselor,2024-08-08 12:50,dopping anti tepar mpkmb
@rayiinaa,2024-08-08 12:42,"semenjak kelar mpkmb, ka emelly jd lucu typing nya"
@tehqotaq,2024-08-08 12:36,Siapa guest star terakhir MPKMB
@haidar_ipb,2024-08-08 12:15,Pengen ikut MPKMB IPB 61 😞😞
@thecincauu,2024-08-08 12:07,"list guest star yg harus ada pas H5 MPKMB : 
- feast
- the panturas
- the changcuters 
- lomba sihir
- reality club
- efek rumah kaca
- slam
- tipe-x 
- SO7 
sekian terima kasih, case closed."
@iluffygf,2024-08-08 12:06,alhamdulillah selesai juga ini mpkmb & expo
@katshyck,2024-08-08 12:05,"EH ANJIR SUMPAH, gw sedih bgt gak foto samsek sama panitia mpkmb, grgr hp gw mati pas balikk AAAAAAA NANGIS BGTT"
@cipOlsit3,2024-08-08 11:55,3 hari ga buka twit gegara se GA SEMPET DAN CAPEEEE BGT
@zwvorz,2024-08-08 11:54,mpkmb beres langsung wisuda kan ya?
@zwvorz,2024-08-08 11:53,makin sedih mau beres mpkmb
@elricadian,2024-08-08 11:52,Hal terkocakkk selama MPKMB 😖 tas gw jebollll plisss🤧🤧
@juaarasie,2024-08-08 11:51,ngeliat panitia mpkmb yang botak kaya dejavu gitu……
@katshyck,2024-08-08 11:47,hamdalah telah menamatkan rangkaian mpkmb dengan lancar tanpa berurusan dengan komdis tercintah🫰💐
@bleuutterfly,2024-08-08 11:45,"di foto vs aslinya 😇

berkerah, berkancing, bersaku (sesuai sop mpkmb) ✅
murah ✅
ukuran pas, ga perlu ngecilin ✅"
@gumohwo,2024-08-08 11:43,thank youu dosen2 gacor sb + kakak2 panita mpkmb + kakak sb 59 + semua temen2 sb 61 POKOKNYA S.E.M.U.A 🤍
@_bunnylatte,2024-08-08 11:43,kelar mpkmb kenapa jadi linglung ya
@bleuutterfly,2024-08-08 11:42,sisa foto mpkmb day-2!!
@naaashmmm,2024-08-08 11:42,HALOOO! aku liat kamu ((kayaknya eyecontact)) pas day one mpkmb lagi antri di gymnas OMG PENGEN NYAPA TAPI AKU GAK BERANIIII 😔😔😔
@nightteaa,2024-08-08 11:39,Mauu mpkmb lagii tapi gamau tugassnya.....
@anothersidejml,2024-08-08 11:32,"Kami segenap panitia MPKMB 61 SV IPB pamit undur diri. Terima kasih, Narapati Bimantara! #IPBinDiversity"
@beausyfly,2024-08-08 11:30,"AK BLM PERNAH MPKMB AN SM KALIAN PLSSS, AK INGIN MENYATU BRSAMA KLIAN"
@fluorinite,2024-08-08 11:28,mandhala serunya knp pas mpkmb bentar lagi beres sih💔💔
@pangeranmimpin,2024-08-08 11:18,MPKMB.... SISA.... 2... HARI..... LAGI.... 😭
@togamejuo,2024-08-08 11:13,jingle mpkmb 61 enak bgt pls rispek kakak kakak keren
@jiaxzan,2024-08-08 11:06,Pas jadi ketos ga capek pulang sampe tengah malem padahal pas mpkmb meleng dikit ketiduran
@stabiloveu,2024-08-08 11:05,"rate mpkmb hari ini 11/10🤩 materi pagi seru aplgi uwang sejuta🙏 ya meskipun ga dpt seru aja, tour fakultas seru, makannya enak, sesi siang seru bgt bgt dari narsum 1 narsum 2 nyampe adu gombal seru banget😭😭 mana pulang cepet jdi bisa istirahat😋🫰OIYA DEKOR FMIPA NYA BAGUSS"
@streshidup,2024-08-08 11:04,"gacor parah ospek fakultas hari ini, hari mpkmb paling seru sih fix"
@jiseokbogor,2024-08-08 11:03,for now mpkmb terseru adalah day 3 aka faculty day 🤍🤍🤍🤍💥💥💥💥
@24whoran,2024-08-08 11:00,wajib dimasukin ke mpkmb 61 core
@CestLaReves,2024-08-08 10:55,Ga kaget tbtb mpkmb dibikin jadi 2 part
@patrronuss,2024-08-08 10:53,gila cape bgt mpkmb+orex
@beausyfly,2024-08-08 10:34,"SERU BGT GA DIPISAH PISAH KAYAK KEMARINN HUHUU, AK BARU MERASAKAN EUFORIA MPKMB YG SEBENARNYA"
@cloodyblue,2024-08-08 10:33,ya walaupun masih suka sedih dikit liat temen temen pada mpkmb di kampus nya
@nipnif,2024-08-08 10:31,"MPKMB DAY 3🌊🌊🌊
senang krn aku bisa pake baju bewarna euy"
@mfickyharis,2024-08-08 10:20,Thank you FMIPA dan SSMI!! Apakah aku harus ke MPKMB kalian lagii?? 😆
@iculll_,2024-08-08 10:18,pulang ke rumah abis closingan mpkmb yay or nay
@dishayangkamuu,2024-08-08 10:08,mpkmb 2 hari lagi aaa tidak siappp berakhirrr
@edlnbvrgh,2024-08-08 09:52,"bukan naksir tp salut ajasi sama kaka medis yg mau lari²an bawain obatt, pjk yg udh ngarahin maba, panglima yg buakar semangat, komdis yg tegas bgt kreatif, videografer, talent semua²nya i love mpkmb 61 hadir tuk gapai asamuuuuuuu tempat lahirkan inovasi baruuu 💙💙💙"
@chupacupscandyy,2024-08-08 09:47,mana sampe skrg sertif mpkmb aja blm turun... 🤡
@napatishappy,2024-08-08 09:46,pesan moral: mpkmb harus bawa powerbank
@dorijinko,2024-08-08 09:35,ih mau...... ak tiap hari smangat mpkmb 😔😔😔😔😔😔😔😔😔
@amrasyidd,2024-08-08 09:11,"belum tau aja nanti di fateta ada salah satu (ah tar aja deh wkwk), viral juga ko mpkmb taun kemarin, ya ga? @dinesauruzt"
@strawberrieste,2024-08-08 08:44,gw jd anak vokasi 61 iri bgt si liat mpkmb di dramaga kwkwkwkwkwk
@strawberrieste,2024-08-08 08:44,eh berarti tuh anak sv 60 doang dong yg prnh mpkmb?
@strzg_,2024-08-08 08:32,"mpkmb bisa seminggu ga sih😔
#IPBinDiversity"
@Susahipp,2024-08-08 08:29,"Omaga, padahal cuma setengah hari. Pantes cape bangett liputan faculty day mpkmb 61 ini🥹💓"
@partaer,2024-08-08 08:28,pake namtag mpkmb aja
@korpusIPB,2024-08-08 08:16,"MPKMB IPB 61 Day-1: Gema Euforia Narapati Bimantara, Selamat Datang Tunas Muda Bangsa!

korpusipb.com/mpkmb/mpkmb-ip…"
@rayiinaa,2024-08-08 08:13,dukung gw ya mpkmb 62 gw mau jd komdis 😈
@Jaheuniverse,2024-08-08 08:05,Jgn bangunin smp mpkmb taun depann
@sectmspra,2024-08-08 08:01,"heh ini td udh disuruh benerin kiblat sm tmn²nya malah mulai shalat 😭🫵
rill cm bs geleng² kepala

tp jd keinget dulu MPKMB pas shalat di koridor kiblatnya sempet saling tatapan, pernah jg tegak lurus 😔"
@fanzwashere_,2024-08-08 07:39,"Ya gimana ya, persiapan nya aja cuman 3 bulan + mpkmb vokasi cuman 2 hari dan jatuhnya udh kayak ospek 1 fakultas 😔 (bedanya departemen nya lebih banyak). Bisa si bagus kek gitu, tpi ini tamparan buat mpkmb selanjutnya terutama 62 harus lebih bagus wkwkw"
@lovesomely,2024-08-08 07:29,"Peserta mpkmb berpita kayak gue tidak relate dengan cinlok cinlok itu (di luar di paling pinggir, di gymnas di tribun paling atas)"
@bluesstudy,2024-08-08 07:22,balik mpkmb mau beli mie ayam alhur fix
@anisa_romadona,2024-08-08 06:58,"Keinget mpkmb keliling ipb pake game pixel, skrg udh lulus aja wkwkw"
@cheyiue,2024-08-08 06:48,kangen jingle mpkmb 😭😭
@krabbypattyyums,2024-08-08 06:32,"LIAT INI KELIATAN BANGET CAPEK HABIS MPKMB tapi sedih (gaada kakak komdis yang marahin terus bilang ""bangunin temennya!!😠"")"
@lovingssoo,2024-08-08 06:30,2 hari mpkmb 1 hari orex pundak gue berasa bgt😭😭😭😭
@narsisuskuning,2024-08-08 06:14,jamput onok ae wong nyocot ngene. mpkmb gak segoblok iku yo cok
@taikbabu,2024-08-08 05:47,ga kerasa MPKMB dah kelar aja coiii
@glorievs,2024-08-08 05:44,sumpah selama mpkmb kayanya aku clumsy banget… berkali kali hampir jatoh atauga nyusruk ke orang😭😭😭😭
@nizuscore,2024-08-08 05:43,pcd after mpkmb bjirrrr mau lagi tp kagak kuat kakiku ia 😞😞😞😞
@dysastars,2024-08-08 05:40,SUMPAHH MPKMB TAUN INI KEREN BNGTT?!!
@chenleipb,2024-08-08 05:35,emg muka q sekucel itu ya abis mpkmb😭😭
@fleyura,2024-08-08 05:32,mpkmb kemarinn😭😭😭
@yolaviense,2024-08-08 05:17,"ga usah kuliah bole, mpkmb aja😥"
@blubrryblue,2024-08-08 05:02,mau mpkmb lagi tapi jangan ada tugas dan marah marah😔😔😔
@bbininoiscute,2024-08-08 04:44,Emng sekasihan itu kahh muka abis mpkmb😭😭😭
@tehmaniskrimer,2024-08-08 04:36,dari mpkmb kmrn gua tau kalo gua ga setakut itu buat ngobrol sama orang baru tapi AGAK MALU KALO GUANYA BACOT SENDIRI
@sug4rbabyy_,2024-08-08 04:35,kasta mpkmb 61✨️
@heyychannnie,2024-08-08 04:30,"gue nyesel karna ga nyiapin gift buat temen temen sama pjk dan panitia lain dari h-1 mpkmb, gue kira mpkmb day 1 tuh beneran balik sore makanya kek ""ah gampang tar aja pas balik"" GATAU NYA BUSET KAYA KERJA RODI berangkat gelap pulang gelap 😔😔😔"
@meandpeeps,2024-08-08 04:28,ANAK JMP 61 MPKMB GAPAKE CIPUT TERUS NGIDE PAKE TISU
